Sentense,Tag
"Мы против такого, с радостью нашей группы.",0.0
Что вы считаете лучшим годом России за последние 20 лет?,0.0
"Наверное, с точки зрения меня как бывшего главного экономиста ИБР, больше всего мне нравится год, где были надежды на реформы, проводились реформы.",0.0
"Это, наверное, 2003 год, может быть, 2002 год.",0.0
"С точки зрения экономики, наверное, это был 2007 год, может быть, начало 2008 года.",0.0
"И вот это, наверное, годы, где экономика еще росла, когда было понятно, что страна куда-то движется.",0.0
"В последние несколько лет, конечно, в России возникает такое ощущение, что не только вы понимаете, что страна идет не туда, но и не только сформулировано видение, куда нужно идти, что предложить народу.",0.0
"И это, конечно, вгоняет людей в депрессию.",0.0
Что пошло не так?,0.0
"Вот эти годы, когда были реформы, если коротко, почему?",0.0
"Ну, если говорить совсем просто, начало 2000-х — это были те годы, когда Владимир Путин считал, что Россия должна быть сильной, и для этого она должна быть сильной экономически.",0.0
"И он слушал всех этих экономических либералов, которые ему давали правильные советы, что нужно реформировать.",0.0
"Эти реформы проводились, это работало.",0.0
"А потом резко выросли цены на нефть, и Путин решил, что и без реформ денег достаточно.",0.0
"Потом было дело ЮКОСа, которое, в частности, было связано с тем, что Владимир Путин испугался конкуренции со стороны олигархов, именно политической конкуренции со стороны олигархов.",0.0
Ему удалось эту конкуренцию подавить.,0.0
"После чего цены на нефть стали такими высокими, что он решил, что нужно как -то подчинить себе весь бизнес.",0.0
"И это была и национализация ЮКОСа, и некоторых других компаний.",0.0
Потом началось строительство госкорпораций.,0.0
Горскорпорации в России появились в 2007 году.,0.0
"Потом интересная вещь была, это кризис 2008 года, когда во время 2008 года некоторые российские олигархи обанкротились и пришли к Владимиру Путину за деньгами.",0.0
Олег Дерипаска.,0.0
"Олег Дерипаска в том числе сказал, вы знаете, мы так старались, но нам не повезло, можете нам одолжить несколько миллиардов.",0.0
"И это было для Путина тоже важным моментом, когда он понял, что вы мне тут все рассказывали, какие вы эффективные, конкурентные, умные.",0.0
"А оказалось, что вот я, человек, который складывал нефтяные деньги в стабилизационный фонд, я умнее.",0.0
"И я, как руководитель госсектора, все-таки работаю лучше, чем вы, так называемые, частные предприниматели.",0.0
И это пошло не так.,0.0
"Второй раз, когда все пошло не так, это был, собственно, 2011 год, когда действительно Владимир Путин по разным причинам понял, что нужно возвращаться, не нужно даже делать вид, что мы будем двигаться куда-то в сторону реформ, не нужно продолжать говорить, что свобода лучше, чем несвобода.",0.0
"И, наверное, к этому его подтолкнула арабская весна, события в Ливии.",0.0
Такая сегодня наиболее распространенная версия.,0.0
"Ну и после того, как он вернулся, он также решил все-таки бороться с протестами, бороться с ними жестко.",0.0
"И это то, чего такие люди, как я, не ожидали.",0.0
Почему?,0.0
Потому что это путь в никуда.,0.0
"И это путь, который в конце концов приведет к большим проблемам для людей, которые занимаются репрессиями.",0.0
"И казалось, что это приведет к тому, что рост будет замедляться.",0.0
"Рост стал замедляться еще до Олимпиады, до аннексии Крыма.",0.0
"Экономический рост замедлился просто потому, что инвестиционный климат ухудшился,",0.0
"коррупция выросла, инвестиции упали.",1.0
"Но самое главное, конечно, произошло в 2014 году.",1.0
"Владимир Путин слушал-слушал советников, которые ему говорили, вы идете не туда, это тупик.",1.0
"И он в очередной раз перевернул доску и сказал, я знаю лучше.",1.0
"Если я сейчас завоюю Крым, народ меня поддержит.",1.0
"И оказалось, что он был прав.",1.0
"Оказалось, что это дало ему еще несколько лет популярности, несколько лет уверенности в себе.",1.0
"Но вот сейчас уже совсем все пошло не так, потому что и поддержка режима, связанная с аннексией Крыма, и экономические возможности сокращаются.",1.0
"Ну и в конце концов, рано или поздно и цены на нефть упадут.",1.0
"Поэтому ситуация,",1.0
"конечно, очень тяжелая.",0.0
"Но как это закончится, никто не знает.",0.0
"Вы можете кратко объяснить, из-за чего развалился Советский Союз?",0.0
"Я потом объясню, почему я спрашиваю.",0.0
"Да, я знаю.",0.0
"Я на самом деле знаю, я даже написал про это небольшую статью, рецензию на книгу о Горбачеве.",0.0
"Советский Союз развалился из-за того, что кончились деньги, и из-за того, что он не смог себя реформировать.",0.0
"Когда Горбачев пришел к власти, он думал о том, что нужны реформы.",0.0
"И он до конца не понимал, насколько это нужно делать быстро.",0.0
"Но тем не менее, было много попыток реформировать советскую экономику, но не хватало ни квалифицированных людей, ни понимания у высших руководителей, как быстро нужно реформировать и как нужно реформировать.",0.0
"И было огромное сопротивление и со стороны сельскохозяйственного лобби, и со стороны оборонного лобби, и со стороны энергетического лобби.",0.0
"Они считали, что и так сойдет.",0.0
Советский Союз навсегда.,0.0
"Не нужно думать, что нам нужны срочные реформы.",1.0
А потом деньги кончились.,1.0
"А Горбачев, обещав свободу, не мог не платить деньги людям.",1.0
"Он резко увеличил госрасходы, и после этого, конечно, деньги кончились.",1.0
А почему они кончились?,1.0
Потому что цены на нефть упали?,1.0
"Цены на нефть упали, совершенно верно.",1.0
"А цены на нефть упали из-за того, что война в Афганистане, обострение отношений со Штатами?",1.0
Я пытался выяснить этот вопрос.,1.0
И Саудовская Аравия...,0.0
"Я, в том числе, беседовал с людьми, которые тогда занимались экономической политикой в Америке или на Ближнем Востоке.",0.0
И я не получил однозначного ответа.,0.0
Был этот самый сговор Соединенных Штатов и Саудовской Аравии против России или нет?,0.0
"Или цены упали сами по себе, потому что Саудовской Аравии нужно было увеличивать производство?",0.0
Но есть такая теория.,0.0
"Есть специальный фильм, который я смотрел по каналу РЕН-ТВ.",0.0
"Я был в одной прибалтийской стране, решил посмотреть российское телевидение, включил.",0.0
"И там по каналу РЕН-ТВ объясняли, почему развалил Советский Союз.",0.0
"И там были такие актеры, которые с русским акцентом говорили по-английски, обсуждали вот эту самую теорию, где какой-то там американский дипломат приехал к какому-то саудовскому принцу, и они договорились развалить Советский Союз.",0.0
Вам ничего не напоминает та история с нынешней?,0.0
"Я не про Штаты и Саудовскую Аравию, а про то, что кончается деньги и так сойдет.",0.0
"Это преувеличение сравнивать то, что происходит сейчас, с тем, что было тогда?",0.0
"То, что происходит сейчас, находится на другом уровне.",0.0
"В том смысле, что это гораздо более компетентные руководители, чем последнее руководство Советского Союза.",0.0
"Может быть, менее честные.",1.0
"Мы не знаем ничего о том, сколько было офшорных счетов у Егора Лигачева.",1.0
Вроде мы не нашли.,1.0
"Может, было какое-то золото партии, но не лично у Егора Лигачева.",1.0
И яхт у него не было на Лазурном берегу.,1.0
"Но в целом, конечно, в рыночной экономике сегодняшние российские руководители понимают гораздо больше.",1.0
И в макроэкономике они понимают гораздо больше.,1.0
"Если цены на нефть сегодня упадут до 40 долларов за баррель, Россия скажет, отлично, мы к этому готовились, не переживайте.",0.0
"Но правда в том, что как в Советском Союзе в конце 80-х, так и в сегодняшней России нет видения.",0.0
Нет плана.,0.0
Нечего пообещать.,0.0
Нет стратегии.,0.0
"Вы не знаете, что будет с Россией через несколько лет.",0.0
"Никакие обещания власти не воспринимают всерьез, просто потому, что эта группа людей уже обещала.",0.0
Записывала свои обещания на бумажку и не выполняла их.,0.0
Как вы относитесь к Чубайсу и Гайдару?,0.0
"Ну, мне трудно судить.",0.0
"Мне кажется, что...",0.0
"Они ваши коллеги, они экономисты.",0.0
Чубайсом и Гайдаром.,0.0
Лично мне они не сделали ничего плохого.,0.0
"Гайдара я, наверное, знал лучше, чем Чубайса.",0.0
И мы с ним разговаривали.,0.0
"Мне кажется, Гайдар с самого начала реформ понимал, что все не обязательно пойдет легко и просто.",0.0
"У меня есть гипотеза, какие ошибки были сделаны в начале 90-х. Но в целом есть очень важная черта Гайдара.",0.0
Никто не обвиняет Гайдара в личной нечистоплотности.,0.0
"Была даже такая история в начале 90-х годов, когда было первое заседание кабинета Гайдара, когда Гайдар встал и сказал коллеге, давайте мы с вами договоримся, что мы пришли во власть не для того, чтобы получить бесплатную квартиру, машину и дачу.",0.0
"И сначала все говорили отлично, а потом один из министров встал и сказал, постойте, но мне-то обещали бесплатную машину, квартиру, машину.",0.0
И что-то в этом роде.,0.0
"Это в мемуарах есть, я не буду сейчас называть, кто именно это был.",0.0
"Но в целом понятно, что не все коллеги Гайдара по правительству выдержали этот тест.",0.0
"Насколько правильно Гайдара, Чубайса и остальную его команду винить в нищих 90-х?",0.0
Не совсем правильно.,0.0
"Были сделаны ошибки, но правда в том, что денег было очень мало.",0.0
И во многом нищета 90-х это результат банкротства Советского Союза.,0.0
"Например, люди говорят, что после реформ Гайдара и Чубайса российская экономика начала падать, что стал сокращаться объем производства.",0.0
"Правда заключается в том, что она начала падать за год до того.",0.0
"Именно поэтому ситуация была настолько отчаянной,",0.0
что никто не хотел быть премьер-министром.,1.0
"Ельцин разговаривал с другими кандидатами, и все ставили слишком много условий, а Гайдар сказал, что нужно делать реформы, что бы ни было.",1.0
Из ошибок я бы мог назвать отсутствие объяснения именно этого.,1.0
"Что ситуация катастрофическая, денег больше нет, в сберкассе денег нет.",1.0
"Это не было объяснено, к сожалению.",1.0
"И когда мы разговариваем сегодня с реформаторами, мы слышим от них,",1.0
"у нас не было возможности, не было рук.",0.0
"Мы всегда были заняты, мы не могли ничего объяснять.",0.0
"Поэтому в следующий раз мы обратимся, мы должны были бы, или они должны были бы обратиться к такому человеку, как вы, чтобы объяснять, что происходит в стране.",0.0
"Вторая ошибка, это, конечно, то, что не было потрачено гораздо больше усилий на то, чтобы помочь самым бедным, самым пострадавшим от реформ.",0.0
"Люди могут сказать, что на это не было денег, и это правда, но очевидно, что это должно было быть самым главным приоритетом.",0.0
"Еще и не повезло в том смысле, что цены на нефть были очень низкие.",0.0
Не было никакого желания у Запада оказать помощь.,0.0
"То есть суммы, которые Запад предоставлял России в начале 90-х, были смехотворными.",0.0
"Речь шла об одном миллиарде долларов, нескольких миллиарда долларов.",0.0
"Несравнимо с Польшей, например.",0.0
"И мне кажется, одной из ошибок нового российского правительства было принятие обязательств по советскому долгу.",0.0
"Необходимо было сказать, что, вы знаете, мы не в состоянии платить по этому долгу.",0.0
"Все кончится тем, чем в результате это и кончилось, потому что это будет нищета и неприятие реформ.",0.0
"И когда я пытался понять, почему западные политики не помогли России, понятно было, что Польша — это не враг по холодной войне, а Советский Союз — это все-таки враг.",0.0
"Было понятно, что в Америке идут выборы, не до того.",0.0
"Там были выборы, конкуренция между Бушем-старшим и Клинтоном.",0.0
"Япония считала, что нужно попробовать как-то договориться об островах.",0.0
Германия была занята воссоединением Германии.,0.0
"И всем было как-то не до того, и как-то не хватило стратегического видения понять, что Россия находится в тяжелом положении.",0.0
"И если сегодня дать взаймы России, то эти деньги вернутся, и, кроме того, Россия будет более процветающей и мирной страной.",0.0
Но реформы были изначально.,0.0
Реформы были.,0.0
Были настоящие реформы.,0.0
"Да, например?",0.0
"Вы знаете, например, сегодня в России очень гордятся сельским хозяйством.",0.0
"Что сельское хозяйство растет, кормит страну, экспортирует зерно.",0.0
Так было не всегда.,0.0
"В 90-е годы министр сельского хозяйства сказал, что страна должна кормить своих крестьян.",0.0
"То есть был такой момент в России, что сельское хозяйство требовало денег от страны, а не производило экспортную продукцию.",0.0
"И связано это было в том числе и с тем, что не было собственности на землю.",0.0
Эта собственность была введена в начале 2000-х простой реформой.,0.0
"Был введен так называемый земельный кодекс, и в России был создан рынок земли.",0.0
Появилась частная собственность на землю.,0.0
"Это реформа Путина, первого срока Путина.",0.0
"Другая реформа — это, ну, например, дерегулирование, когда очень много бюрократических барьеров, в том числе для малого бизнеса, было устранено.",0.0
"Сейчас люди об этом не помнят, но Путин был защитником малого бизнеса в начале 2000-х. То есть то, что нам так просто вести бизнес по ИП, это благодаря началу нулевых?",0.0
"Ну, на самом деле ИП появились чуть позже, но то, что вам легко платить налоги, как...",0.0
"Ну, наверное, ИП еще легче платить налоги.",0.0
Но это...,1.0
Я вот сейчас просто не помню эту историю.,1.0
"Мне кажется, да.",1.0
"Мне кажется, ИП — это часть той реформы.",1.0
"Но главная реформа — это была налоговая реформа, когда появился 13-процентный налог подоходный, да?",1.0
Это ведь тоже не с неба свалилось.,1.0
"Это была либеральная реформа начала 2000-х, когда я вот, например, как профессор в начале 2000-х,",1.0
я платил 30-35-процентный налог.,0.0
"И все на меня вот так смотрели, как вы сейчас на меня смотрите, платило в среднем 12%.",0.0
"И реформаторы сказали, давайте заменим вот эту всю прогрессивную шкалу, которая раньше была, на плоский 13-процентный налог.",0.0
"Все равно мы больше не соберем, кроме этих сумасшедших профессоров, никто не платит этот налог.",0.0
Вот.,0.0
"И была введена плоская шкала подоходная, была реформирована пенсионная система.",0.0
"С тех пор она, к сожалению, была еще пару раз реформирована, или реформирована в кавычках.",0.0
"Была создана, например, система страхования вкладов, благодаря чему развились частные банки, и в конце концов развилась система розничного кредитования.",0.0
"Можно представить себе ситуацию, когда простой российский гражданин не мог взять денег в кредит в банке.",0.0
"Люди часто критикуют эти кредиты, но тем не менее важно, что вы можете взять ипотечный кредит.",0.0
Да.,0.0
Это создает совершенно другой горизонт.,0.0
Вы начинаете думать на 10 лет вперед.,0.0
А до Путина не было ипотеки?,0.0
Не было.,0.0
До Путина была высокая инфляция.,0.0
"То, что инфляция сегодня низкая, это тоже некоторые реформы людей, которые вокруг Путина решили, что высокая инфляция, это плохо.",0.0
"Слушайте, то есть все, что вы говорите, это просто иллюстрирует мысль, что если бы Путин ушел в 2008, он реально ушел бы великим президентом.",0.0
"Я думаю, что, например, у таких людей, как я, к нему были бы претензии.",0.0
"Из-за ЮКОСа, из-за разрушения свободы слова.",0.0
"Из-за разрушения свободы слова, да, и так далее.",0.0
"Но, тем не менее, народ помнил бы его как человека, который создал экономическое чудо.",0.0
"Вот это десятилетие между 1999 и 2008 годом, это лучшее десятилетие экономического роста, кроме НЭПа.",0.0
Во время НЭПа страна росла более быстрыми темпами.,0.0
Но уже во время Сталина не было ни одного такого десятилетия с таким быстрым ростом ВВП и доходов.,0.0
Но нефть же.,0.0
Из-за этого.,0.0
"Это правда, но людям очень трудно обвинить Ельцина в том, что доход...",0.0
"Точнее так, людям просто обвинить Ельцина, несмотря на то, что цены на нефть были низкими во время Ельцина.",0.0
В голоде?,0.0
"Людям очень трудно не похвалить Путина, несмотря на то, что цены на нефть во время первого Путина были высокими.",0.0
"Если вы вернетесь в первый срок Путина и скажете, что мы будем жить при 60, или 70, или 80 долларах за баррель на нефть, как мы живем сейчас, и будете жаловаться на то, что цены на нефть были раньше выше, люди в начале 2000-х бы покрутили пальцем у виска.",0.0
"В 2007 году бюджет составлялся, исходя из 35 долларов за баррель.",0.0
"Считалось, что вот такая цена является нормальной и справедливой.",0.0
"То есть то, что мы привыкли к 2013 году жить на уровне 100 долларов за баррель, это тоже отдельная история.",0.0
Раньше все было не совсем так просто.,0.0
"Исходя из того, что я сегодня услышал от вас,",0.0
"я правильно понимаю, что у вас есть политические амбиции?",1.0
"Я не думаю, что я собираюсь заниматься политикой, но я бы хотел помогать тем политикам, которые хотят превратить Россию в процветающую мирную демократическую страну.",1.0
"Все предыдущие ваши интервью, они были не такие, за последние годы, по крайней мере, не настолько артикулированы.",1.0
"Все изменилось, потому что вы ушли из банка, я правильно понимаю?",1.0
Совершенно верно.,1.0
В банке я не имею права критиковать наших акционеров.,1.0
А Россия ваша?,1.0
Россия акционер.,1.0
"И более того, то, что я сказал сегодня, безусловно, это моя личная точка зрения, не имеющая никакого отношения к институциональной позиции ЕБРР.",1.0
"Но я больше в ЕБРР не работаю, и поэтому за мои высказывания банк, конечно, не отвечает.",1.0
Собираетесь ли вы возвращаться в Россию?,1.0
"Я думаю, что пока это небезопасно.",1.0
"У меня больше нет дипломатического иммунитета, поэтому я не собираюсь пока возвращаться.",1.0
Сколько раз вы возвращались после отъезда?,1.0
"Когда я работал в банке, я приехал в Россию три раза.",1.0
Раз в год.,1.0
"Вам было не по себе, когда возвращались?",1.0
"Нет, я чувствовал себя нормальным международным чиновником.",1.0
"А вас нельзя посадить, если вы международный чиновник?",0.0
"В России всякое бывает, но формально нельзя.",0.0
"Сейчас этот статус уходит, и поэтому вы не собираетесь рисковать?",0.0
"Я не собираюсь возвращаться, да.",0.0
Будете ли вы превращаться в кого-то вроде Михаила Ходорковского?,0.0
"То есть человека, который делает свое правительство в изгнании здесь?",0.0
"Нет, я не думаю, что я буду заниматься созданием каких-то политических структур.",0.0
"Я все-таки буду профессором, у меня будет настоящая работа в Париже.",0.0
"У меня она сейчас есть, я преподаю, занимаюсь исследованиями.",0.0
"Но, конечно, как любой интеллектуал, я хотел бы помочь своей стране и буду давать советы всем политикам, которые хотели бы превратить Россию в процветающую и мирную страну.",0.0
"Допустим, после этого интервью с вами связывается Владимир Путин и говорит, Сергей, я хочу превратить Россию в процветающую, преуспевающую страну.",0.0
Что вы ему скажете?,0.0
"Я боюсь, что этот путь мы уже прошли, в том смысле, что я пытался помогать людям из его правительства.",0.0
"Мы говорили о том, что я пытался давать советы и для его спичрайтеров.",0.0
"И мне кажется, что на сегодняшний момент я не могу поверить в то, что именно этот политик и люди вокруг него на самом деле в этом заинтересованы.",0.0
"Сколько Путин будет править, на ваш взгляд?",0.0
Я не знаю.,0.0
Я не знаю.,0.0
"Я думаю, что во многом это зависит и от нас, и от него.",0.0
"И вот все, что мы знаем о таких режимах, заключается в том, что чем дольше недемократические лидеры остаются у власти, тем опаснее это для них самих.",0.0
"Если ничего не менять, что будет с Россией через 10 лет?",1.0
"Я думаю, что ничего не менять нельзя.",1.0
"Потому что просто в России падают рейтинги власти, кончаются деньги, цены на нефть тоже в течение 10 лет снизятся, поэтому что-то изменится.",1.0
"Я думаю, что вот когда мы с вами говорили о том, что происходит в России, если бы спросили меня год назад, будет ли партия «Единая Россия» участвовать в выборах в Мосгордуму, ответ был бы «конечно».",1.0
"А выяснилось, что нет.",1.0
Уже сейчас партия «Единая Россия» боится.,1.0
Большая разница!,1.0
С каких пор вы ходите к психотерапевту?,1.0
"Она пересохла всё, сейчас.",1.0
Мой!,1.0
Взял!,1.0
Взял!,1.0
Надо будет долбиться.,1.0
"О, бля.",1.0
Счастливо.,1.0
Сергей!,1.0
Да.,1.0
"У нас есть список людей, которых наши зрители просят больше всего пригласить в гости.",1.0
"Все хотят Бурунова, и очевидно, что по тому количеству просьб, которые есть, вы сейчас переживаете невиданную для вас волну популярности?",1.0
"Ну, нет, ну, знают, конечно, но единственное, что меня идентифицируют с Владимиром Сергеевичем Яковлевым.",1.0
"Меня называют Владимир Сергеевич, товарищ полковник, Володя, Вовка, я твой кумир и так далее.",1.0
Там вот такие вот есть сентенции.,1.0
"Вот, например, меня позавчера остановили экипаж ДПС.",1.0
"Человек поднял на меня глаза, он говорит, о, бля, счастливо.",1.0
"Всё, весь разговор.",1.0
"О, бля, счастливо.",1.0
Да.,1.0
Содержать.,1.0
Да.,0.0
Так какой у вас автомобиль?,0.0
Вольво.,0.0
А сколько стоит этот автомобиль?,0.0
"Володь, врать нельзя, они наверняка проверят.",0.0
Миллионов.,0.0
А так каждый считал своим долгом всё время спеть «Большая разница!» всё время.,0.0
И почему-то все хохотали.,0.0
"Им почему-то казалось, что это смешно.",0.0
"Ну, и находятся до сих пор такие вот.",0.0
Интеллигентной программы не буду говорить.,0.0
"Это слово люди, мягко выражаясь, которые иногда там «Большая разница!»",0.0
Вот это вот.,0.0
"Ну, что с него взять?",0.0
Вам это не очень смешно?,0.0
"Ну, раньше, конечно, это, мягко выражаясь, поднадоедало.",0.0
Вот.,0.0
А сейчас уже легче.,0.0
Вы смотрели короткометражку «Проклятие»?,0.0
"Я, блядь, в жизни никогда не снимался!",0.0
"И, блядь, до гроба, как штопанный гондол, сниматься не буду!",0.0
"Я играю в уёбищном, детском театре кота-пидораса, гнойного Буратино и предводителя, блядь, Каманчей!",0.0
"Ну, конечно, конечно.",0.0
"Буратино у меня другой, да.",0.0
У меня Буратино другой.,0.0
В вашей жизни бывали такие ситуации?,0.0
Такое состояние.,0.0
Именно такие?,0.0
"Нет, не про кота-пидораса, а такое состояние.",0.0
Состояние актёрского отчаяния.,0.0
Конечно.,0.0
Конечно было.,0.0
И не раз.,0.0
"Расскажите, как это?",0.0
"Ну, смотря что вас интересует, какое стильное.",0.0
Это состояние.,0.0
То есть вот вы артист.,0.0
Да.,0.0
Профессиональным образованием.,0.0
Да.,0.0
Который делает что-то одно и не звонят.,0.0
"Да, ну вот, собственно, вот это и есть это состояние.",0.0
"Когда на карточке у тебя остаётся 2000 рублей, потом 1500, потом 1000.",0.0
"Телефон не звонит, агент не знает, что делать.",0.0
"И говорит, ну не зовут, что я могу сделать?",0.0
"Когда ты там в театре, ты выходишь в каких-то бессмысленных спектаклях, вот, там, с алебардой там по заднему плану в шестом составе, гуляющий в пляже, в парке это называется, грибы, стражники.",0.0
"Вот, что ещё?",0.0
Грибы?,0.0
"Ну, да, но там детские, ну это я утрирую, конечно, но так там, бочка мёда или волшебница тоже ошибаются.",0.0
Вот у меня такое название было в театре.,0.0
"Вот, или там, друг сестры малыша.",0.0
Малыши Карлсон.,0.0
"Ты клеил себе уши вот такие, вот сам конопушки рисуешь.",0.0
Вот.,0.0
"А сколько там, в 12 начинался детский утренник?",0.0
"В 12, там, в 12.05 ты выходишь на сцену, в 13 ты свободен.",0.0
Дальше до вечера ты...,0.0
Но это ещё когда ты в театре.,0.0
"Когда ты вне театра, когда вот телефон не звонит, и ты ходишь вот так, как кот вокруг сметаны, вокруг этого телефона, вот так вот круги нарезаешь, а ничего нету у тебя, нет ни корпоративов, ни антрепризов, ничего.",0.0
Это до «Большой разницы» было?,0.0
Это было после.,0.0
После?,0.0
"Ну и до «Большой разницы» тоже было, конечно, там.",0.0
"Слушайте, нет, ну до это понятно, а вот после «Большой разницы», когда вас показывали на главном канале страны, и после этого вот этот режим кота вокруг сметаны, тоже было?",0.0
Ну конечно.,0.0
А почему?,0.0
"Ну так случилось, что случились не очень, как бы, приятные исторические, как бы, события произошли.",0.0
"Поскольку я должен был сниматься на Украине, и был утверждён в очень такой глобальный большой проект, но вот случились эти события, это всё, естественно, отменилось.",0.0
Вот.,0.0
"И 2014-2015 год был для меня очень таким, достаточно тяжёлыми, вот, в плане.",0.0
Вот этого вот.,0.0
Вот.,0.0
"Потому что многое ещё отменялось, и финансирование, ну, из-за сложной вот этой ситуации многие проекты, конечно, замораживались и останавливались.",0.0
И я попал вот в их число.,0.0
Вот.,0.0
Как вы жили?,0.0
С точки зрения быта?,0.0
Тяжело.,0.0
Что значит тяжело?,0.0
"Ну как, ну в кредит жил, ну как, ну занимал деньги, что-то там ходил в банки, брал какие-то кредитные карты.",0.0
Вот.,0.0
"Ну где-то, где-то там худо-бедно где-то подсъёмывался.",0.0
"Два-три дня, четыре.",0.0
"Ну, большая разница, как бы, она так внезапно началась, так взорвалась, и потом она так же внезапно закончилась.",0.0
Вот.,0.0
"И потом было, у меня же ещё был период такого ещё момента, что...",0.0
"Это тоже связано с этим вот, с отчаянием, потому что, как бы, меня идентифицировали не как артиста там драматического, а как пародиста.",0.0
"То есть мне мой агент говорил, что, говорит, я звоню, да, говорит, ну, предлагаю, он говорит, нет, у нас серьёзный проект, зачем?",0.0
"Ну, это будет смешно опять, значит, он пародист, у нас серьёзный драматический проект.",0.0
"Нет, он нам не нужен.",0.0
"Вот это вот ещё такая не очень приятная формулировка, когда ты не нужен.",0.0
С отчаянием-то хрен с ним.,0.0
"А вот когда ты не нужен, это ещё, ещё хуже.",0.0
Когда это изменилось?,0.0
"Что было той штукой, которая переключила это в режим дела пошли хорошо?",0.0
Переключилось это с момента появления полицейского с Рублёвки.,0.0
Вот.,0.0
"В 2015 году мне позвонили, я встретился на пробах с Ильёй Куликовым.",0.0
Вот.,0.0
Ну и как бы всё и завертелось тогда.,0.0
Вы конь?,0.0
"Ну, меня по-разному называли, но можно и так.",0.0
С каких пор?,0.0
Да вот со знакомства с Ильёй Вячеславовичем Куликовым.,0.0
Это шоураннер и режиссёр?,0.0
"Полицейский с Рублёвки, автор сценария, наш отец, наш идейный вдохновитель, режиссёр-подстановщик и всё-всё-всё.",0.0
"Человек, который, когда ещё работал сценаристом, уже ездил на Феррари, чтобы понимали, друзья.",0.0
"Ну, зачем эта информация?",0.0
"Ну, просто чтобы люди понимали, что честным образом можно поднимать такие деньги.",0.0
"Не многих я сценаристов знаю, которые ездят на Феррари.",0.0
