Sentense,Tag
"Если кто-то делал вещи не так, как он задумал, они были тупыми.",0.0
Это слово он использовал постоянно.,0.0
Болван и тупой.,0.0
"Народные массы, они тоже были тупыми.",0.0
"Естественно, на взглядах Бернейса сказались работы Фрейда.",0.0
"После Первой мировой всю Европу, особенно Германию и Австрию, накрыл жесткий кризис.",0.0
Почти все состояние звезды психоанализа обесценилось за год и выручил племянник.,0.0
"Бернейс, по сути, стал PR-менеджером Фрейда в Америке.",0.0
До него работы австрийца считались весьма маргинальными.,0.0
Благодаря его связям в медицинских кругах работы Фрейда начали живо расходиться по всей стране.,0.0
О Фрейде мы говорили в нашем видео о психотерапии как новой религии.,0.0
"А сейчас давайте посмотрим на то, как Бернейс использовал психоанализ Фрейда и Юнга и то самое коллективное бессознательное в PR.",0.0
Он сформировал культуру чтения книг в поездах.,0.0
В 2024 году новые книги не надо искать на вокзалах.,0.0
Они все в букмейте.,0.0
"Например, Укрытие, книга 2, Смена.",0.0
В первой книге архитектора-конгрессмена пригласили строить некие подземные хранилища.,0.0
Но реальная цель проекта оказалась совсем другой.,0.0
"И вот наконец-то можно прочесть долгожданное продолжение и узнать, какая незавидная судьба ждет участников проекта в далеком будущем.",0.0
"Если читать не хочется, можно слушать.",0.0
"В сервисе есть аудиосериалы, такие как Луна 84.",0.0
"Там речь о лунной тюрьме, где главный герой постоянно на власке от смерти, как и другие заключенные.",0.0
Но терпеть он это больше не намерен.,0.0
"Страшную историю тюрьмы нам раскрыли в первом сезоне, а во втором нас ждут другие неожиданные повороты.",0.0
Вообще в букмейте легко найти книгу на любой вкус.,0.0
"Библиотека огромная, навигация суперудобная и подборки с рекомендациями под рукой.",0.0
Озвучка аудиокниг очень приятная для поездок в транспорте или прогулок.,0.0
Сервис доступен пользователям Яндекс Плюс.,0.0
Просто добавьте себе опцию букмейт и читайте или слушайте книги на здоровье.,0.0
"Если подписки нет, то по промокоду, который вы видите на экране, ее можно забрать прямо сейчас.",0.0
Бесплатно и сразу на 45 дней.,0.0
Сделать это можно по ссылке под роликом.,0.0
А мы дальше учимся у лучших пиарщиков.,1.0
В 20-е годы Бернэйс ворвался уже со стоявшимся специалистом с увесистым портфолио за плечами.,1.0
В 23-м он выпустил свой альманах «Кристаллизация общественного мнения».,1.0
Эта книга — живая классика.,1.0
Даже спустя 100 лет она остается настольным трудом любого пиарщика.,1.0
Успешный кейс за успешным кейсом.,1.0
И к 30-ти Бернэйс стал настоящим серым кардиналом американского капитализма.,1.0
Вообще ему очень повезло со временем.,1.0
Не зря 20-е годы называют ревущими.,1.0
Сразу несколько факторов совпали.,1.0
"Бум производства после Первой мировой, рост рынка акций, массовая электрификация и повсеместная мода на рекламу.",1.0
"Короче говоря, идеальная среда для пиара нового поколения.",1.0
Посмотрите на рекламу до и после Бернэйса.,1.0
Раньше акцент был на практичности.,1.0
"Условно вы должны купить этот автомобиль, потому что вы сможете на нем ездить.",1.0
Ну еще он красивый и надежный.,1.0
Эдвард Бернэйс перевернул рекламу,1.0
с ног на голову.,0.0
Почувствуйте разницу.,0.0
"Не вы должны купить этот автомобиль, а вы будете чувствовать себя лучше, когда его купите.",0.0
Это не просто механическая купля-продажа.,0.0
Это что-то личное и сокровенное.,0.0
Возникла связь с покупкой на эмоциональном уровне.,0.0
С деньгами проблем у американцев тогда не было.,0.0
"Чеки, кредиты, рассрочки.",0.0
Именно в 20-е годы жители Америки из простых граждан стали потребителями.,0.0
"Раньше все хотели регулярно есть, не умирать на работе и желательно владеть какой-то землей.",0.0
Теперь все захотели покупать вещи.,0.0
"Не просто так у них в Конституции записано, что у человека должно быть право на счастье.",0.0
Президент Гувер на встрече с пиарщиками так и говорил.,0.0
Консюмеризм стал центром американской жизни.,0.0
"Вы, пиарщики и рекламщики, вы формируете желание, а люди превратились в постоянно движущиеся машины, которые надо заправлять дозами счастья от покупок.",0.0
Бернэйс использовал все современные техники рекламы.,0.0
"Популярные актрисы носили головные уборы и украшения только тех брендов, которые работали с Бернэйсом.",0.0
Так появился продукт-плейсмент и бренд-амбасадорство.,0.0
"Эффект был примерно такой же, как с Гуччи и Луи Виттон.",0.0
"Сначала их носят рэперы, снимают с ними клипы, а потом о них мечтают подростки.",0.0
"Забавный кейс вышел с мылом компании Procter & Gamble, с которой Бернэйс проработал почти 30 лет.",0.0
У них была проблема.,0.0
Дети совершенно не любили мыться.,0.0
Мыло без слез придумают только через 30 лет.,0.0
"Проблему нужно было решать здесь и сейчас, иначе продажи не поднять.",0.0
Бернэйс прошелся по психологам и придумал такой трюк.,0.0
"Проспонсировать национальный конкурс по резьбе по мылу, естественно, от Procter & Gamble.",0.0
"Дети же любят что-то делать руками, особенно тех, что помладше.",0.0
Вот пусть делают свои миниатюрные фигурки из мыла и подсознательно меняют свое и своих сверстников к нему отношение.,0.0
"Точных цифр о том, как это улучшило гигиену детей, у нас нет.",0.0
"Зато мы знаем, что всего за год в конкурсе поучаствовало почти 23 миллиона детей.",0.0
"Компания поставила рекорды по продажам, а резьба по мылу даже сегодня остается весьма популярным хобби у детей в Штатах.",0.0
"Вообще, отношения Бернэйса с гигиеной были чуть ли не религиозными.",0.0
Буквально.,0.0
Чистота человека стоит где-то рядом с поклонением Господу.,0.0
"Например, Бернэйс был одним из популяризаторов вторирования, то есть минерализации воды.",0.0
Это делается и сегодня для профилактики кариеса.,0.0
"В следующий раз будете покупать бутылку воды,",0.0
гляньте этикетку и передавайте привет дедушке Эдди.,1.0
"Если что, ничего опасного в этом нет.",1.0
Паниковать как герой кубриковского Доктор Стрэнджелав не стоит.,1.0
"Ты же понимаешь, что вторирование это самый чудовищный коммунистический заговор, с которым сталкивалась Америка.",1.0
Конспирологическое движение борцов против обязательного вторирования воды приписывает Бернэйсу очень спорную цитату.,0.0
"Общественность готова принять все что угодно, потому что врач это авторитет для большинства, независимо от того, знает он что-либо или нет.",0.0
"Даже если Бернэйс этого не говорил, он точно мог так думать.",0.0
Ярче всего это проявилось в самом влиятельном пиаркесе в истории.,0.0
Речь о яичнице с беконом.,0.0
"К Бернэйсу на консультацию пришел производитель бекона и попросил его, как обычно, сделать магию.",0.0
"Бернэйс посмотрел на стандартный завтрак американцев и понял, он очень легкий.",0.0
"В лучшем случае тост и кофе, в худшем вообще ничего.",1.0
"А энергия с утра была нужна, если ты шел работать ни свет ни заря.",1.0
Это есть и в нашем фольклоре.,1.0
"Завтрак съешь сам, обед подели с другом, ужин отдай врагу.",1.0
Но индустриализация внесла свои коррективы и тренд сломался.,1.0
Что придумал Бернэйс?,1.0
"Он опять пошел к своему знакомому медику и спросил его, скажи, а какой завтрак будет полезнее?",1.0
Легкий или тяжелый?,1.0
"Организм же за ночь энергию теряет, получается плотный завтрак полезнее для здоровья.",1.0
"Медик ему ответил, наверное, да, если энергию с утра восстановить,",1.0
то здоровье от этого будет лучше.,0.0
За ночь наш организм действительно сжигает калории.,0.0
"Если плотно поесть, организм получит много калорий.",0.0
"Ну получит и получит, причем тут здоровье-то?",0.0
"По этой же логике можно начинать завтракать половиной батона жареной картошки с майонезом и сверху еще наполеончиком шлифануть, потому что там-то калории еще больше.",0.0
"Может быть Бернэйс сначала провел какое-то медицинское, нутрицелогическое исследование?",0.0
"Естественно, нет.",0.0
Он просто разослал 5000 писем другим врачам с наводящими вопросами и получил от них нужные ответы.,0.0
"А после этого начал бомбардировку журналистов результатами своего формирующего опроса, который не социология никакая, а самая настоящая агитация.",0.0
"А потом уже на удобренную почву зашла та самая компания, производитель бекона.",0.0
"Вот он, настоящий американский завтрак.",0.0
Сытный бекон.,0.0
Ешь его вместе с яичницей.,0.0
Разбуди свою энергию.,0.0
Всего за полгода этой акции продажи бекона пробили стратосферу.,0.0
"В связи с этим остальной мир настолько полюбил бекон, что теперь в году три международных дня бекона.",0.0
"В августе, сентябре и декабре.",0.0
Просто вдумайтесь.,0.0
"Пришли бы к Бернэйсу производители индейки, классическим американским завтраком могли бы быть индюшачьи фрикадельки или сосиски.",0.0
Но история с беконом покажется вам детской шалостью после следующего бизнес-кейса Бернэйса.,0.0
В 20-е Бернэйс начал работать с табачниками.,0.0
"Когда человечество открыло для себя лучи ультрафиолета, весь мир безосновательно считал их чем-то волшебным.",0.0
"Лампы, которые сегодня валяются на антресоле вашей бабушки, скупали абсолютно все.",0.0
"И уже тогда все начинали догадываться, что между сигаретами и онкологией есть не только корреляция, но и каузация.",0.0
"Тот же дядюшка Фрейд, не вынимавший сигару изо рта, последние годы жизни боролся с раком челюсти.",0.0
Табачники решили сломать этот тренд с помощью ультрафиолета.,0.0
"Фанаты сериала «Безумцы» Mad Men помните самую первую серию, где главный герой придумывал брендинг табачной компании?",0.0
"И пиарщик говорит, а давайте сделаем слоган «It's toasted».",0.0
"У всех табачников табак якобы не поджарен, а у нас поджарен.",0.0
"Поэтому у остальных сигареты вредные, а у нас чуть ли не полезные.",0.0
То же самое было с ультрафиолетом.,0.0
Табак в Lucky Strike во время обработки решили засвечивать ультрафиолетовыми лампами.,0.0
"Так появился слоган «Свет смягчает, тепло очищает».",0.0
Lucky Strike — защита вашего горла и защита от кашля.,0.0
"Сейчас понятно, что звучит как абсолютно неприкрытая ложь.",0.0
Но как это звучало тогда?,0.0
"Курил тогда и правда чуть ли не каждый второй, даже женщины.",0.0
"Только делали они это дома, втихую.",0.0
В ресторане курящую девушку было не найти.,0.0
"Общество считало женское курение вульгарной привычкой, и женщины этого стыдились.",0.0
В 1908 году власти Нью-Йорка вообще запретили женщинам курить в общественных местах.,0.0
"В 20-е годы, когда общество начало раскрепощаться, Lucky Strike первыми поняли, что женскую нишу нужно поскорее занимать.",0.0
"Но как заставить женщин массово курить, чтобы они не боялись курить на улицах и в кафе?",0.0
"Тем самым подсаживая на сигареты других девушек, которых видят.",0.0
"И за советом пришли к Бернейсу, и он их опять не подвел.",0.0
Он не стеснялся просить совета у людей более компетентных в какой-то узкой сфере.,0.0
И на этот раз пошел в психоаналитику.,0.0
"Специалист ему сообщил, что курение — это сублимация орального эротизма.",0.0
"Первая закурившая женщина наверняка прекрасно понимала, что это что-то мускулинное по механике, но все равно начала курить.",0.0
"А теперь, говорит ему психоаналитик, посмотри, что творится в нашем обществе.",0.0
"Женщины работают на тех же работах, что и мужчины, меньше рожают, на выборы им ходить разрешили.",0.0
"Это, дорогой мистер Бернейс, уже не просто сигареты, это факелы свободы.",0.0
Бернейс зацепился за эту фразу и начал работать.,0.0
"Он специально подобрал женщин не слишком модельной внешности, заручился поддержкой феминистки Рутхейл, раздал этим женщинам сигареты и устроил митинг за права женщин на центральных улицах Манхэттена.",0.0
"И пока они митинговали и курили, их снимали заранее подосланные репортера Бернейса.",0.0
Фотографии с митинга для публикации в газетах он отбирал лично.,0.0
"Десять курящих женщин, которые борются за свои права, сколыхнули целую нацию.",0.0
"Вся Америка, от Калифорнии до Флориды, месяц жила этой истории.",0.0
"А Лаки Страйк, естественно, был на коне.",0.0
"Они поменяли цвет упаковки на цвета, которые тогда считались модными у женщин и включили медийный каток.",0.0
Древнему предрассудку пришел конец.,0.0
Возьми сигарету Лаки вместо конфеты.,0.0
Хочешь утонченную фигуру?,0.0
Никто не запретит тебе Лаки Страйк.,0.0
"Последние два слогана бонусом обыгрывали тему, что сигареты должны были заменить девушкам лишние перекусы.",0.0
Продажи Лаки били рекорды и уже в 70-е на двух курящих мужчин приходилась одна женщина.,0.0
Вскоре женское курение стало ассоциироваться с femme fatale.,0.0
"Красиво, сексуально и, как сегодня модно говорить, empowering.",0.0
Одна проблема.,0.0
Только в 2012 году от рака легких в мире умерло полмиллиона женщин.,0.0
"Можно смело сказать, что за 100 лет число жертв женского курения измеряется десятками миллионов.",0.0
Вот вам и забота о нации от Эдварда Бернейса.,0.0
Так извратить феминизм это надо было постараться.,1.0
"После этих кейсов все рекламщики поняли, психология и эмоции должны стать центром любой маркетинговой кампании.",1.0
Прямо сейчас поговорим о самых безумных идеях учеников Бернейса.,1.0
Мужская аудитория меня сейчас поймет.,1.0
"Мы, когда оказываемся среди других мужчин, подсознательно, может и осознанно начинаем с ними соревноваться.",1.0
"Есть какие-то вещи абсолютно нелогичные, которые на глубинном уровне задевают вот это вот мужское.",1.0
Речь даже не про деньги и кто сколько может выпить и не свалиться под стол.,1.0
"Например, незаточенные ножи.",1.0
"Абсолютно же иррациональная история, но если вдруг из гостей кто-то узнает,",1.0
"что у тебя дома тупые ножи, твои добрые нетоксичные друзья наверняка тебя подколят.",0.0
Как это?,0.0
"Мужик, а хозяйство не в порядке.",0.0
Это работает во всем.,0.0
"Например, вспомните этот неофициальный чемпионат мускулинности, когда речь заходит о шашлыках.",0.0
Есть стереотип.,0.0
"Мужчина может не уметь готовить, но приготовить мясо на гриле, барбекюшнице, на мангале, вообще где угодно.",0.0
Это чисто мужское дело.,0.0
И в Америке та же история с газоном.,0.0
"Если перед твоим каркасным домом не пострижен газон, ну какой из тебя хозяин?",0.0
Сто лет назад сигареты Мальборо изначально выпускали для женщин.,0.0
"Все потому, что там были фильтры.",0.0
"Считалось, что настоящие мужики должны курить сигареты без них.",0.0
Беломор Канал Стайл.,0.0
"После 60-х, когда стало очевидно, что курильщики массово умирают от онкологии, скрывать последствия курения становилось сложнее.",0.0
Даже табачные магнаты поняли.,0.0
"Или переводим курильщиков на фильтр, или теряем клиентуру.",0.0
"Как решить проблему со стереотипным восприятием, что фильтры это для женщин?",0.0
"Правильно, нужно давить на то самое мужское.",0.0
Еще один влиятельный пиарщик Лео Бернетт придумал для этого ковбоя Мальборо.,0.0
По-английски буквально «человек Мальборо».,0.0
"Бренду удалось связать два, на первый взгляд, совершенно разных мира.",0.0
"С одной стороны, квинтэссенция свободы и независимости.",0.0
"А с другой, вредная бумажка с никотином.",0.0
Реклама сработала на ура.,0.0
Ковбой Мальборо был на всех постерах страны.,0.0
На многих рекламных счетах даже не было слоганов.,0.0
Просто курящий ковбой Мальборо.,0.0
"Никаких рациональных доводов о том, что сигареты с фильтром безопаснее.",0.0
В один миг сигареты с фильтром стали мужскими.,0.0
Мальборо выбились в лидеры продаж.,0.0
Даже в советском кино было куча скрытого продактплейсмента Мальборо.,0.0
"Куравлев в Иване Васильевиче, капитан судна в бриллиантовой руке, Пудовкин в Спортлото 82.",0.0
Сплошные мужчины.,0.0
"А самый первый ковбой, который пропагандировал крутость курения, заболел раком.",0.0
"Прошло 20 лет, и он уже убеждал нацию бросать курить на своем примере.",0.0
"В 50-е стало очевидным, у каждого рекламного агентства должна быть своя команда социологов и психологов.",0.0
"Первые проводят глубинные интервью и фокус-группы, чтобы понять, чего хочет потребитель.",0.0
Психологи должны копать еще глубже.,0.0
Моя любимая история связана с сухой заготовкой для тортов от компании General Mills.,0.0
"Берешь пакетик, заливаешь его водой с маслицем, ставишь в духовку и получаешь готовый торт.",0.0
В 30-е такой продукт был в новинку.,0.0
Домохозяйки на фокус-группах пищали от восторга от этой идеи.,0.0
"Но когда компания выпустила продукт на рынок, продажи почему-то держались на уровне Плинтуса.",0.0
"Маркетологи долго не могли понять, что, собственно, происходит.",0.0
И помогли психологи.,0.0
"Они предположили, что женщины испытывают подсознательную вину, когда готовят своим любимым мужчинам ненормальный торт, а всего лишь полуфабрикат.",0.0
Ну это как позвать гостей и заказать доставку.,0.0
Многие до сих пор считают это чуть ли не хамством.,0.0
"Друзья, это абсолютно нормально.",0.0
"Главное, чтобы вкусно было.",0.0
Как же тогда быть?,0.0
Полностью отказываться от продукта и ломать производственную линию?,0.0
Все проще.,0.0
"Нужно было просто убрать из состава смеси яичный порошок, чтобы домохозяйки сами добавляли настоящее яйцо в смесь.",0.0
И сделать это действие главной фишкой всего продукта.,0.0
"Звучит как мелочь, но в этом и разница на подсознательном уровне.",0.0
"Не ленивый полуфабрикат, а быстрое блюдо, сделанное с любовью.",0.0
Продажи компании после этого взлетели в космос.,0.0
"Вы можете думать, что знаете себя, но маркетологи знают вас лучше вас самих.",0.0
Плохо ли это?,0.0
Почему?,0.0
"Мужья рады, домохозяйки экономят время, бизнесу тем более хорошо.",0.0
Добро пожаловать в капитализм.,0.0
А может это по пивку?,0.0
"Эту фразу мы слышим постоянно от коллег по работе, друзей, подруг, с которыми давно не виделись.",0.0
"Ну да, алкоголь, но не водка же.",0.0
Пропустить пинту-другую в баре всегда приятно.,0.0
"Особенно, когда тебе рассказывают про нотки черешчатого дуба и палочки корицы в крафтовом пиве из Балашихи.",0.0
От одной бутылки ничего не будет.,0.0
"Губит людей не пиво и вообще я же не пивной алкоголик, а какой-нибудь Сергей Беляков.",0.0
И тут вы снова попались на удочку Бернейса и его учеников.,0.0
"После того, как в Штатах отменили сухой закон, репутация алкоголя все равно была подпорчена.",0.0
Годы пропаганды трезвости не прошли даром.,0.0
"К Бернейсу постучались производители пива и умоляли, если не поднять продажи, то хотя бы как-то изменить отношение потребителей, чтобы пиво, не дай бог, снова не запретили.",0.0
Бернейс в этот раз пошел к историкам и экономистам и придумал тот самый мем.,0.0
Он назвал пиво сдержанным напитком.,0.0
"Крепкий алкоголь для выпивок в специальных магазинах, а слабо алкогольное пиво для осознанных людей, которые просто хотят скрасить себе вечерок.",0.0
"После этого он паралобировал продажу пива в обычных продуктовых, а не в специальных алкомаркетах,",0.0
как было раньше.,1.0
Эмоции он сюда накачал патриотические.,1.0
"Отцы основателя, между прочим, тоже пили пиво.",1.0
И вон какую страну построили.,1.0
Сегодня все это уже забыли.,1.0
Зато несерьезное и легкое отношение к слабо алкогольному пиву никуда не делось.,1.0
В России пиво — любимейший алкоголь среди населения.,1.0
Впереди водки и вина.,1.0
Про Америку и говорить нечего.,1.0
"Там пиво стало неотъемлемой частью культуры, особенно у молодежи в колледжах с вечными играми в бирпонг.",1.0
"Это как пинг-понг, только ты целишься в красный пластиковый стакан противника с пивом.",1.0
Попал — он должен выпить его залпом.,1.0
Пиар совершенно не обязательно приводит к пагубным последствиям.,1.0
"Взять, например, кейс с мишленовскими звездами.",1.0
"Они появились благодаря компании Мишлен, которая производит шины для автомобилей.",1.0
Те самые со смешным человечком с большим количеством складок.,1.0
Изначально это был гайд для автомобилистов-путешественников начала 20 века.,1.0
"В какой отель заехать, где поесть, где бросить машину на стоянке.",1.0
Но уже с 20-х годов рейтинг сосредоточился на оценке ресторанов.,1.0
"Сегодня звезды Мишлена в культурном смысле стали известнее шин, хотя их узнаваемость, конечно, резко возросла.",1.0
"Такая же история с Санте-Клаусом,",1.0
которого по факту придумала Кока-Кола.,0.0
Раньше это был странный высокий бородач в зеленой куртке.,0.0
"Но после успешной пиар-компании 30-х годов, Санта по всему миру стал ассоциироваться с фирменным цветом Кока-Колы — красным.",0.0
Не могу не рассказать и про лучших друзей девушек.,0.0
"Помешательство на бриллиантах — это тоже блестящий маркетинговый ход пиарщиков компании The Beers, которые учились по книгам Бернейса.",0.0
«Бриллианты навсегда» — это не только фильм о Джеймсе Бонде.,0.0
Это рекламная компания корпорации The Beers.,0.0
"До этого они в течение 40 лет отгружали деньги рекламщикам, чтобы те рассказывали, что помолвочные кольца с бриллиантами — это древняя традиция из средних веков.",0.0
"Если вы действительно любите свою избранницу, без бриллианта не обойтись.",1.0
"А фильм Шонан Коннери стал кульминацией этой акции, после которой предложение руки и сердца стало ассоциироваться с продукцией The Beers.",1.0
К 80-м продажи бриллиантов США от The Beers взлетели с 23 миллионов до 2 миллиардов долларов.,1.0
Просто безумие.,1.0
О методах основателя The Beers мы рассказывали в ролике о колонизации Африки.,1.0
И это лишь самые яркие кейсы от учеников Бернейса.,1.0
"Пропаганда и психоанализ превратили граждан в потребителей, которыми правят желания.",0.0
"Но гораздо хуже, когда пропаганду используют в самых ужасных целях.",0.0
И тут Бернейс тоже поучаствовал.,0.0
Еще в молодости отец пиара подрабатывал политтехнологом.,0.0
Одним из его клиентов был президент Калвин Кулитч.,0.0
"Неординарный политик, который мог завоевать конгресс, но не толпу.",0.0
Прозвище у него было соответствующее — Тихоня Кал.,0.0
Что придумал Бернейс?,0.0
Он поднял контакты своих знакомых с Бродвее и предложил им всем позавтракать с президентом.,0.0
"Все думают, что Кулитч — тихоня и абсолютно безэмоциональный человек с покерфейсом.",0.0
"А кто может растопить сердце публики сильнее, чем звезды театральной сцены?",0.0
На следующий день в газетах вышли публикации.,0.0
Президент пообщался с театралами.,0.0
Он почти что посмеялся.,0.0
"С каким бы сарказмом к нему ни относились, рейтинги Кулитча поползли вверх.",0.0
Это была первая подобная пиар-акция в истории американских президентов.,0.0
С тех пор такие встречи с культурной элитой страны — классический прием пиарщиков любого политика.,0.0
"Для них это статус, а для вас, как президента, это кусок их популярности и их поклонников, которых они с вами делят.",1.0
"Об этой истории Бернейс писал в другой своей книге, ставшей классикой — «Пропаганда».",1.0
"Это база, основа теории манипуляции общественным мнением, как и работа Гарольда Ласуэлла «Техника пропаганды в мировой войне».",1.0
"Это полноценная инструкция, как грамотно манипулировать массами и использовать глубинные страхи и желания людей в политике.",1.0
Книга вышла в 1928 году.,0.0
"И догадайтесь, с одного раза, лидерам какой немецкой партии она очень, очень понравилась.",0.0
"И Гитлер, и Геббельс восхищались Бернейсом.",0.0
В 1933 году Йозеф Геббельс пригласил одного американского журналиста на встречу и показал ему свою библиотеку.,0.0
Среди всех работ особняком на полке стояли именно книги еврея Эдди Бернейса.,0.0
"По ужасной иронии судьбы, именно они, наравне с другими работами, дали нацистам ключи от машины под названием «гитлеровская пропаганда».",0.0
Бернейс выпустил свою книгу через 10 лет после Первой мировой.,0.0
"Немцы, конечно, провели работу над ошибками.",0.0
"Их пропаганда в Первой мировой была слабой, бестактной и абсолютно блеклой.",0.0
"Вместо того, чтобы вызывать энтузиазм, она лишь разжигала ненависть и была из рук вон плохо сделана.",0.0
Немцы решили учиться на примере победителей в той войне — британцев.,0.0
Нацисты все стали использовать символизм.,0.0
"Короткие слоганы, приветствия, свастики, которые были повсюду, и были такими маячками для обычных людей, все больше проникавшихся государственной пропагандой.",0.0
"Люди, которые до этого были безразличны к идеям нацизма, постепенно выстраивались в линию партии.",0.0
"Естественно, необходимость без цензуры и репрессий.",0.0
Все по Фрейду.,0.0
"Подсознательную любовь дарили фюреру, а агрессию вымещали на чужаках, на которых указывали Гитлер и компания.",0.0
"Инжиниринг согласия, словно рукотворная пропаганда, — ключевой нарратив Бернейса во всех его работах.",0.0
"До войны он разбрасывался им направо и налево с пометкой на полях, что пропагандой должны заниматься только образованные профессионалы.",0.0
Одна проблема — профессионалы тоже бывают мерзавцами.,0.0
"Бернейса шокировало, что его работы стали настольной литературой нацистов.",0.0
"Он понимал, что пропаганда, как и оружие, в руках страшных людей может натворить много бед.",0.0
"Однако во время войны он стал отдельно подчеркивать, что пропаганда должна основываться на принципах демократии и свободы, чтобы безумцы типа Гитлера и Геббельса больше не могли убедить целый народ, что война и геноцид — это норма.",0.0
"Позиция, конечно, хорошая, но не без изъянов.",0.0
"Отказаться от работы с Гитлером, а ему предлагали, много ума не надо.",0.0
"А что тогда делать с Франко, который реализовал испанскую версию фашизма?",0.0
В этом плане Бернейс занимал простую позицию.,0.0
"Раз я американец, то буду поддерживать американцев.",0.0
Поэтому от любых приглашений на работу из Испании он отказывался.,0.0
"Как мы помним, воевать он не мог по состоянию здоровья.",0.0
"Во время Второй мировой он возглавлял отделы в комитетах по пропаганде, писал всякие мотивирующие эссе.",0.0
"Неплохо, но госнаград за такое не дают.",0.0
По-настоящему отдать долг Родине у него получилось лишь пятидесятые.,0.0
В Центральной Америке есть одна непримечательная на первый взгляд страна — Гватемала.,1.0
На севере она граничит с Мексикой.,1.0
Ее главное достояние — это бананы.,1.0
Даже сегодня это главный экспортный продукт страны.,1.0
"Короче говоря, классическая банановая республика.",1.0
Бернейс консультировал крупнейшую банановую компанию страны — United Fruit Company.,1.0
Для удобства будем называть ее UFC.,1.0
"Так вот, главная задача у Бернейса была банальная — увеличить продажи бананов в Америке.",1.0
